blockname,code
近期强势,"['000301', '000570', '000615', '000718', '000738', '000767', '000768', '000799', '001896', '002064', '002080', '002164', '002271', '002324', '002415', '002460', '002466', '002594', '002738', '002920', '300001', '300118', '300274', '300391', '300618', '300677', '300696', '300725', '300762', '300999', '600031', '600071', '600110', '600176', '600189', '600219', '600309', '600346', '600409', '600499', '600586', '600655', '600660', '600793', '600862', '600893', '601058', '601633', '601888', '601908', '601919', '603063', '603087', '603110', '603179', '603185', '603218', '603225', '603259', '603486', '603613', '603882', '603993', '688202']"
近期新低,"['000004', '000007', '000056', '000096', '000413', '000420', '000428', '000503', '000523', '000525', '000546', '000565', '000606', '000608', '000609', '000613', '000620', '000632', '000662', '000695', '000711', '000721', '000732', '000766', '000793', '000892', '000912', '000975', '000980', '000996', '002002', '002005', '002020', '002035', '002071', '002090', '002094', '002116', '002118', '002141', '002147', '002188', '002199', '002201', '002205', '002215', '002235', '002248', '002251', '002289', '002303', '002305', '002308', '002309', '002316', '002325', '002341', '002343', '002355', '002357', '002358', '002370', '002383', '002387', '002395', '002419', '002433', '002451', '002452', '002464', '002468', '002476', '002485', '002494', '002504', '002514', '002520', '002523', '002547', '002566', '002591', '002615', '002618', '002622', '002640', '002654', '002656', '002660', '002663', '002665', '002676', '002682', '002691', '002692', '002693', '002694', '002707', '002712', '002725', '002748', '002755', '002769', '002770', '002774', '002776', '002779', '002783', '002786', '002800', '002808', '002826', '002830', '002856', '002862', '002875', '002885', '002898', '002907', '002917', '002927', '002931', '002940', '002961', '002971', '002972', '002976', '002986', '002992', '003007', '300025', '300056', '300061', '300074', '300109', '300113', '300140', '300150', '300162', '300163', '300164', '300167', '300169', '300179', '300182', '300195', '300201', '300202', '300204', '300220', '300250', '300262', '300264', '300265', '300268', '300276', '300279', '300282', '300309', '300324', '300325', '300326', '300329', '300336', '300338', '300342', '300345', '300353', '300356', '300384', '300387', '300404', '300411', '300417', '300420', '300422', '300428', '300440', '300468', '300477', '300478', '300494', '300495', '300503', '300508', '300513', '300523', '300528', '300534', '300546', '300555', '300560', '300563', '300564', '300583', '300584', '300586', '300588', '300597', '300598', '300603', '300605', '300606', '300608', '300615', '300621', '300626', '300640', '300643', '300649', '300652', '300668', '300683', '300688', '300691', '300694', '300698', '300716', '300731', '300732', '300736', '300743', '300749', '300778', '300779', '300780', '300789', '300795', '300798', '300803', '300808', '300809', '300812', '300813', '300818', '300820', '300833', '300839', '300862', '300864', '300867', '300868', '300870', '300871', '300873', '300876', '300877', '300878', '300879', '300881', '300883', '300891', '300893', '300895', '300900', '600099', '600122', '600128', '600136', '600137', '600145', '600146', '600167', '600180', '600200', '600225', '600227', '600229', '600239', '600242', '600247', '600250', '600272', '600277', '600297', '600340', '600355', '600385', '600393', '600421', '600439', '600444', '600448', '600455', '600463', '600468', '600476', '600493', '600506', '600520', '600560', '600561', '600576', '600589', '600615', '600647', '600666', '600689', '600706', '600712', '600715', '600719', '600730', '600734', '600759', '600766', '600768', '600769', '600778', '600781', '600826', '600843', '600847', '600890', '601086', '601798', '603012', '603032', '603066', '603080', '603090', '603093', '603121', '603123', '603133', '603139', '603157', '603214', '603226', '603320', '603336', '603379', '603390', '603399', '603444', '603518', '603527', '603551', '603585', '603676', '603682', '603685', '603687', '603711', '603718', '603729', '603776', '603777', '603790', '603800', '603815', '603825', '603838', '603843', '603860', '603861', '603879', '603895', '603900', '603908', '603912', '603918', '603950', '603956', '603958', '603967', '603996', '603998', '603999', '605001', '605108', '605169', '605336', '688028', '688069', '688096', '688098', '688108', '688129', '688135', '688160', '688165', '688168', '688215', '688221', '688258', '688300', '688309', '688321', '688378', '688418', '688466', '688488', '688518', '688529', '688551', '688555', '688556', '688566', '688579', '688585']"
近期新高,"['000039', '000155', '000157', '000301', '000333', '000488', '000534', '000538', '000570', '000626', '000633', '000708', '000718', '000725', '000738', '000762', '000767', '000768', '000786', '000799', '000830', '000902', '000983', '002001', '002008', '002027', '002056', '002064', '002074', '002078', '002080', '002129', '002164', '002176', '002179', '002182', '002192', '002202', '002263', '002271', '002318', '002324', '002340', '002342', '002352', '002353', '002390', '002414', '002415', '002444', '002460', '002466', '002493', '002497', '002508', '002568', '002571', '002580', '002594', '002597', '002601', '002608', '002643', '002648', '002651', '002673', '002738', '002747', '002759', '002821', '002891', '002908', '002920', '300001', '300012', '300014', '300015', '300059', '300082', '300087', '300101', '300115', '300124', '300151', '300196', '300211', '300274', '300285', '300316', '300373', '300395', '300408', '300432', '300450', '300454', '300496', '300568', '300595', '300618', '300628', '300677', '300696', '300699', '300712', '300725', '300726', '300747', '300750', '300752', '300759', '300760', '300763', '300775', '300777', '300825', '300827', '300896', '300999', '600019', '600031', '600036', '600038', '600071', '600110', '600111', '600132', '600143', '600152', '600160', '600176', '600189', '600219', '600257', '600276', '600309', '600316', '600319', '600346', '600354', '600362', '600392', '600399', '600405', '600406', '600409', '600426', '600436', '600438', '600460', '600486', '600497', '600499', '600519', '600586', '600600', '600655', '600660', '600690', '600696', '600699', '600703', '600732', '600737', '600740', '600760', '600763', '600809', '600862', '600877', '600882', '600885', '600887', '600893', '600966', '600982', '600985', '600989', '601012', '601016', '601058', '601100', '601168', '601222', '601233', '601311', '601369', '601633', '601677', '601689', '601799', '601865', '601877', '601888', '601898', '601899', '601908', '601919', '601966', '603006', '603010', '603063', '603110', '603127', '603128', '603185', '603195', '603218', '603225', '603259', '603267', '603288', '603308', '603338', '603486', '603501', '603505', '603583', '603605', '603613', '603638', '603799', '603806', '603882', '603899', '603970', '603993', '688202', '688388', '688390']"
近期解禁,"['000004', '000026', '000050', '000063', '000100', '000301', '000560', '000597', '000599', '000657', '000700', '000716', '000757', '000930', '000975', '000997', '000998', '002019', '002034', '002046', '002064', '002081', '002123', '002171', '002190', '002230', '002242', '002282', '002293', '002311', '002327', '002341', '002351', '002383', '002384', '002391', '002394', '002402', '002463', '002487', '002506', '002512', '002579', '002602', '002607', '002628', '002640', '002654', '002659', '002707', '002714', '002726', '002733', '002747', '002755', '002796', '002797', '002798', '002802', '002806', '002819', '002825', '002837', '002841', '002855', '002866', '002867', '002910', '002916', '002925', '002926', '002971', '002975', '300015', '300033', '300048', '300068', '300154', '300164', '300174', '300200', '300207', '300298', '300334', '300391', '300423', '300440', '300451', '300459', '300472', '300501', '300520', '300531', '300556', '300559', '300562', '300587', '300593', '300603', '300618', '300624', '300644', '300662', '300664', '300669', '300680', '300682', '300684', '300690', '300732', '300733', '300736', '300737', '300738', '300739', '300740', '300750', '300812', '300813', '300815', '300816', '600019', '600095', '600096', '600129', '600135', '600150', '600206', '600276', '600346', '600426', '600489', '600515', '600562', '600580', '600595', '600643', '600711', '600713', '600731', '600745', '600837', '600845', '600859', '600871', '600882', '600988', '601375', '601636', '601816', '601828', '601838', '601966', '601998', '603027', '603056', '603058', '603183', '603195', '603197', '603225', '603290', '603313', '603326', '603356', '603429', '603466', '603506', '603516', '603520', '603551', '603586', '603605', '603609', '603660', '603679', '603709', '603722', '603818', '603855', '603871', '603893', '603895', '603997', '688010', '688026', '688027', '688050', '688060', '688069', '688077', '688100', '688158', '688159', '688165', '688178', '688180', '688256', '688266', '688278', '688286', '688298', '688309', '688311', '688336', '688338', '688339', '688418', '688488', '688500', '688508', '688556', '688561', '688567', '688579', '688580', '688586', '688589', '688981']"
远程办公,"['000034', '002123', '002236', '002301', '002396', '002417', '002467', '002474', '002649', '002771', '002841', '300047', '300051', '300074', '300162', '300250', '300297', '300352', '300379', '300578', '300605', '300608', '300624', '300628', '300634', '300688', '300730', '300830', '600804', '603000', '603039', '603516', '603660', '603918', '688111', '688369']"
连续亏损,"['000040', '000150', '000413', '000423', '000502', '000506', '000516', '000564', '000608', '000692', '000697', '000711', '000721', '000766', '000802', '000809', '000892', '002167', '002172', '002198', '002269', '002305', '002316', '002321', '002348', '002366', '002370', '002383', '002464', '002490', '002633', '002652', '002657', '002663', '002713', '002739', '002748', '002780', '002786', '002816', '300008', '300013', '300022', '300023', '300025', '300027', '300051', '300056', '300089', '300093', '300094', '300098', '300100', '300102', '300108', '300111', '300140', '300157', '300159', '300168', '300173', '300178', '300197', '300199', '300208', '300210', '300247', '300264', '300269', '300270', '300300', '300301', '300307', '300309', '300311', '300313', '300317', '300325', '300334', '300336', '300338', '300343', '300350', '300351', '300353', '300359', '300364', '300419', '300426', '300460', '300461', '300466', '300467', '300469', '300478', '300510', '300736', '600110', '600139', '600151', '600165', '600169', '600198', '600199', '600239', '600291', '600355', '600463', '600476', '600520', '600561', '600579', '600601', '600653', '600844', '600889', '600896', '600983', '601599', '603133', '603399', '603616', '603991', '688126', '688165', '688177', '688180', '688185', '688221', '688256', '688266', '688277', '688313', '688520', '688521', '688561', '688578', '689009']"
送转潜力,"['002576', '002623', '002847', '002870', '002879', '002880', '002886', '002889', '002942', '002947', '002953', '002980', '002981', '002982', '002983', '002985', '002987', '002989', '002990', '002991', '002992', '002993', '002995', '002997', '003002', '003003', '003005', '003008', '003009', '003010', '003011', '300235', '300280', '300394', '300545', '300572', '300580', '300584', '300617', '300648', '300695', '300771', '300778', '300781', '300785', '300827', '300828', '300829', '300833', '300835', '300836', '300837', '300838', '300839', '300841', '300842', '300843', '300845', '300847', '300848', '300849', '300850', '300851', '300852', '300853', '300855', '300856', '300858', '300875', '300885', '300897', '600148', '600605', '600976', '600980', '603006', '603016', '603037', '603078', '603095', '603096', '603139', '603155', '603192', '603203', '603208', '603319', '603351', '603500', '603538', '603579', '603629', '603656', '603661', '603677', '603681', '603706', '603739', '603757', '603811', '603867', '603897', '603931', '603938', '603970', '605003', '605009', '605088', '605100', '605108', '605111', '605123', '605128', '605168', '605178', '605255', '605288', '605318', '605369', '605399', '688196', '688358']"
送转超跌,"['000732', '002038', '002057', '002090', '002110', '002412', '002458', '002464', '002565', '002621', '002713', '002717', '002731', '002746', '002761', '002776', '002790', '002842', '002862', '002902', '002912', '002937', '002955', '002956', '300013', '300180', '300234', '300282', '300290', '300343', '300365', '300410', '300417', '300421', '300446', '300506', '300533', '300547', '300548', '300559', '300603', '300637', '300670', '300691', '300729', '300736', '300743', '300749', '300756', '300770', '300771', '300792']"
透明工厂,"['000532', '002126', '002184', '002335', '002347', '002349', '002380', '002658', '300126', '300146', '300270', '300275', '300370', '300378', '300466', '300514', '300687', '300735', '600172', '600203', '600387', '600400', '600410', '600448']"
通达信88,"['000002', '000028', '000060', '000069', '000333', '000538', '000598', '000617', '000661', '000708', '000876', '000895', '000963', '002078', '002203', '002271', '002311', '002352', '002353', '002415', '002594', '002812', '002850', '002912', '002916', '300383', '300628', '300750', '300751', '300760', '300770', '300792', '300816', '600009', '600030', '600031', '600036', '600038', '600048', '600050', '600104', '600150', '600167', '600309', '600346', '600373', '600377', '600390', '600398', '600436', '600486', '600516', '600519', '600547', '600585', '600611', '600729', '600741', '600754', '600760', '600835', '600886', '600900', '601006', '601088', '601100', '601155', '601166', '601318', '601688', '601808', '601888', '601965', '603019', '603160', '603185', '603288', '603444', '603458', '603605', '603806', '603833', '603887', '603899', '603986', '688086', '688178', '688196']"
配股股,"['000088', '000728', '000750', '000885', '000901', '000977', '002500', '002788', '002884', '600008', '600419', '600919', '600999', '601162', '601555', '603269', '603633']"
配股预案,"['000970', '002783']"
重组股,"['000403', '000502', '000532', '000727', '000981', '002079', '002382', '002515', '002647', '002721', '300100', '300116', '300173', '300325', '300390', '300459', '600035', '600081', '600132', '600152', '600211', '600228', '600248', '600267', '600310', '600317', '600637', '600679', '600755', '600812', '601003', '601880', '601968', '603067']"
重组预案,"['000063', '000409', '000429', '000498', '000540', '000558', '000611', '000668', '000673', '000701', '000737', '000755', '000766', '000768', '000780', '000786', '000826', '000877', '000881', '000906', '000909', '000927', '000928', '000959', '000966', '001896', '002066', '002075', '002080', '002082', '002179', '002180', '002319', '002459', '002469', '002496', '002531', '002569', '002634', '002652', '002672', '002684', '002686', '002758', '002793', '002816', '002819', '002870', '002872', '002883', '002917', '002922', '300004', '300023', '300037', '300055', '300073', '300080', '300125', '300128', '300227', '300318', '300324', '300391', '300397', '300418', '300419', '300427', '300428', '300442', '300508', '300521', '300525', '300576', '300592', '300596', '300621', '300629', '300678', '600028', '600068', '600095', '600107', '600109', '600160', '600162', '600178', '600185', '600188', '600197', '600198', '600225', '600227', '600239', '600278', '600301', '600319', '600350', '600370', '600380', '600433', '600462', '600483', '600500', '600538', '600546', '600581', '600587', '600592', '600608', '600662', '600673', '600751', '600774', '600821', '600826', '600845', '600860', '600896', '600898', '600970', '601028', '601866', '603006', '603022', '603025', '603032', '603278', '603318', '603488', '603815', '603991', '605006', '688020', '688118', '688189']"
量子科技,"['000066', '000555', '000839', '000988', '002089', '002115', '002126', '002179', '002211', '002212', '002222', '002224', '002268', '002281', '002335', '002369', '002512', '002935', '300008', '300123', '300287', '300297', '300349', '300394', '300419', '300516', '300520', '300555', '300620', '300768', '300895', '600105', '600120', '600260', '600406', '600468', '600487', '600522', '600764', '600879', '600973', '601789', '603019', '603660', '603703', '688027']"
金融改革,"['000058', '000061', '000415', '000419', '000421', '000592', '000626', '000735', '000828', '000900', '002120', '002126', '002131', '002133', '002178', '002183', '002245', '002250', '002277', '002285', '002344', '002404', '002418', '002522', '002552', '002560', '002575', '002600', '002615', '002624', '002634', '002653', '300079', '300178', '600012', '600064', '600070', '600095', '600113', '600119', '600120', '600143', '600208', '600211', '600237', '600305', '600327', '600330', '600400', '600415', '600491', '600527', '600533', '600535', '600572', '600596', '600606', '600611', '600614', '600679', '600728', '600767', '600773', '600777', '600784', '600787', '600830', '600851', '600872', '601515', '601567', '601678']"
金融科技,"['000555', '000938', '000948', '000977', '000997', '002017', '002065', '002095', '002104', '002152', '002153', '002177', '002183', '002195', '002197', '002268', '002285', '002315', '002368', '002376', '002410', '002439', '002453', '002530', '002537', '002587', '002647', '002649', '002668', '002777', '002908', '300033', '300059', '300061', '300079', '300085', '300096', '300130', '300205', '300226', '300229', '300231', '300248', '300290', '300295', '300297', '300322', '300324', '300333', '300339', '300348', '300349', '300352', '300368', '300369', '300377', '300380', '300386', '300399', '300465', '300468', '300479', '300542', '300546', '300579', '300663', '300674', '300773', '300803', '600271', '600318', '600410', '600446', '600570', '600571', '600588', '600718', '600776', '600797', '601318', '601519', '603106', '603232', '603383']"
钛金属,"['000545', '000629', '000635', '000709', '002136', '002140', '002145', '002149', '002167', '002386', '002601', '002978', '300891', '600456', '600727', '603826']"
铁路基建,"['000008', '000055', '000065', '000595', '000609', '000629', '000887', '000898', '000920', '000925', '000967', '000976', '002011', '002046', '002122', '002152', '002161', '002248', '002271', '002282', '002296', '002361', '002459', '002480', '002501', '002927', '002972', '003001', '300001', '300011', '300024', '300044', '300045', '300062', '300095', '300099', '300150', '300200', '300213', '300320', '300351', '300367', '300407', '300411', '300427', '300440', '300446', '300455', '300462', '300477', '300587', '300665', '300668', '300697', '300789', '300823', '300830', '300845', '300851', '600010', '600117', '600125', '600169', '600243', '600268', '600416', '600458', '600495', '600498', '600525', '600528', '600562', '600580', '600592', '600728', '600765', '600787', '600808', '600820', '600967', '600973', '601002', '601006', '601186', '601333', '601390', '601677', '601766', '601800', '601816', '603100', '603111', '603500', '603508', '603712', '603861', '603969', '605001', '688009', '688015', '688033', '688186', '688569']"
银河99,"['000001', '000002', '000063', '000069', '000157', '000166', '000333', '000338', '000568', '000651', '000661', '000858', '000876', '000895', '000961', '002024', '002049', '002142', '002157', '002230', '002271', '002311', '002352', '002415', '002463', '002475', '002555', '002594', '002602', '002714', '002812', '300003', '300014', '300015', '300033', '300059', '300122', '300124', '300142', '300347', '300413', '300498', '600000', '600016', '600030', '600031', '600036', '600048', '600104', '600177', '600276', '600340', '600346', '600352', '600383', '600436', '600438', '600519', '600570', '600585', '600655', '600690', '600745', '600809', '600837', '600872', '600886', '600887', '600900', '600919', '600958', '600999', '601009', '601012', '601100', '601155', '601166', '601169', '601225', '601229', '601288', '601318', '601328', '601336', '601377', '601390', '601398', '601601', '601628', '601668', '601688', '601818', '601888', '601919', '603160', '603259', '603288', '603501', '603986']"
锂电池,"['000009', '000017', '000049', '000066', '000068', '000155', '000404', '000408', '000413', '000532', '000541', '000559', '000570', '000571', '000616', '000625', '000636', '000697', '000716', '000733', '000762', '000792', '000821', '000826', '000839', '000887', '000913', '000962', '000969', '000973', '000993', '002008', '002009', '002012', '002045', '002056', '002057', '002073', '002074', '002076', '002077', '002080', '002085', '002089', '002091', '002108', '002116', '002121', '002125', '002136', '002139', '002141', '002145', '002165', '002171', '002176', '002190', '002192', '002206', '002217', '002239', '002240', '002245', '002256', '002263', '002288', '002289', '002309', '002326', '002334', '002340', '002341', '002346', '002347', '002371', '002386', '002389', '002407', '002411', '002418', '002426', '002427', '002455', '002460', '002466', '002491', '002497', '002510', '002533', '002535', '002580', '002584', '002594', '002610', '002617', '002631', '002632', '002662', '002684', '002709', '002723', '002733', '002738', '002741', '002756', '002759', '002781', '002805', '002806', '002812', '002824', '002850', '002957', '002965', '300014', '300019', '300035', '300037', '300057', '300068', '300073', '300077', '300080', '300082', '300097', '300116', '300117', '300118', '300131', '300153', '300173', '300198', '300201', '300207', '300217', '300221', '300307', '300317', '300327', '300340', '300390', '300409', '300410', '300432', '300438', '300444', '300450', '300457', '300477', '300484', '300487', '300490', '300510', '300520', '300530', '300532', '300537', '300538', '300543', '300568', '300582', '300586', '300587', '300618', '300619', '300631', '300647', '300648', '300655', '300671', '300750', '300769', '300806', '300822', '300876', '300890', '300919', '600039', '600067', '600071', '600076', '600096', '600110', '600135', '600139', '600152', '600192', '600210', '600212', '600219', '600232', '600241', '600255', '600303', '600309', '600330', '600335', '600336', '600338', '600367', '600390', '600405', '600418', '600478', '600482', '600499', '600500', '600516', '600522', '600525', '600549', '600580', '600673', '600678', '600711', '600773', '600839', '600847', '600854', '600869', '600872', '600877', '600884', '601011', '601028', '601311', '601777', '601877', '603026', '603032', '603186', '603212', '603396', '603489', '603611', '603659', '603799', '603806', '603826', '603876', '603928', '603959', '603993', '688003', '688005', '688006', '688022', '688063', '688116', '688128', '688301', '688388', '688396', '688516', '688518', '688529', '688560', '688567', '688599']"
长三角,"['000425', '002024', '002120', '002131', '002221', '002223', '002236', '002304', '002415', '002602', '002624', '300144', '300292', '300347', '300578', '300782', '600000', '600019', '600023', '600104', '600115', '600120', '600177', '600196', '600276', '600315', '600352', '600406', '600487', '600522', '600584', '600606', '600637', '600642', '600655', '600688', '600704', '600741', '600754', '600827', '600837', '600901', '601116', '601155', '601328', '601601', '601688', '603195', '603369', '603605', '603899']"
长株潭,"['000157', '000419', '000428', '000430', '000548', '000590', '000702', '000722', '000799', '000819', '000900', '000908', '000917', '000932', '000989', '000998', '002096', '002097', '002113', '002125', '002155', '002251', '002261', '002277', '002297', '002397', '002412', '002452', '002505', '002523', '002533', '002549', '002567', '002650', '002661', '300015', '300035', '300123', '300148', '300187', '300267', '300268', '300298', '300338', '300345', '600127', '600156', '600257', '600390', '600416', '600458', '600476', '600478', '600479', '600599', '600731', '600744', '600961', '600963', '600969', '600975', '601098', '601636', '601901']"
阿里概念,"['000156', '000665', '000785', '000902', '000906', '002024', '002027', '002029', '002044', '002094', '002120', '002153', '002170', '002223', '002264', '002373', '002401', '002416', '002468', '002488', '002505', '002530', '002649', '002707', '002739', '300027', '300047', '300068', '300077', '300131', '300177', '300188', '300228', '300251', '300274', '300284', '300324', '300556', '300638', '600037', '600058', '600233', '600258', '600410', '600415', '600446', '600476', '600570', '600604', '600633', '600690', '600757', '600797', '600827', '601116', '601216', '601688', '601828', '603003', '603587', '603636', '603881', '603888', '605136', '688023', '688256', '688365']"
陆股通买,"['000528', '000830', '000910', '000930', '002027', '002080', '002127', '002130', '002236', '002271', '002299', '002317', '002324', '002367', '002430', '002511', '002557', '002603', '002614', '002891', '002970', '300001', '300073', '300115', '300132', '300315', '300383', '300450', '300496', '300607', '300673', '600009', '600282', '600305', '600529', '600585', '600779', '600879', '600989', '600993', '601058', '601615', '601636', '603363', '603486', '603489', '603587', '603605', '603733', '603956']"
陆股通卖,"['000039', '000157', '000543', '000600', '000831', '000960', '002074', '002318', '002415', '002555', '002610', '002703', '300015', '300136', '300347', '300559', '300568', '600004', '600038', '600050', '600118', '600136', '600185', '600261', '600338', '600685', '600765', '600967', '600971', '601016', '601068', '601117', '601186', '601696', '601766', '601919', '603019', '603113', '603185', '603317', '603369', '603520', '603589', '603713', '603786', '603876', '603915', '603920', '603982', '603993']"
降解塑料,"['000615', '000703', '000759', '000881', '000930', '000949', '002019', '002064', '002191', '002243', '002256', '002263', '002408', '002455', '002522', '002585', '002735', '002768', '002831', '002838', '002986', '003018', '003022', '300109', '300221', '300243', '300281', '300325', '300343', '300384', '300586', '300717', '300829', '300848', '300849', '600075', '600143', '600433', '600500', '600543', '600579', '600710', '600844', '601118', '603615', '603650', '603822', '605008', '688065', '688196']"
雄安新区,"['000012', '000062', '000088', '000158', '000401', '000415', '000558', '000590', '000593', '000599', '000600', '000605', '000615', '000616', '000652', '000680', '000687', '000709', '000711', '000778', '000786', '000826', '000848', '000852', '000856', '000881', '000897', '000923', '000931', '000937', '000958', '000959', '000965', '000990', '001979', '002010', '002011', '002065', '002090', '002108', '002135', '002146', '002158', '002204', '002205', '002271', '002279', '002282', '002302', '002305', '002308', '002310', '002342', '002350', '002373', '002392', '002398', '002410', '002421', '002431', '002442', '002457', '002459', '002494', '002542', '002567', '002573', '002580', '002586', '002587', '002596', '002616', '002625', '002652', '002658', '002665', '002691', '002713', '002717', '002734', '002743', '002775', '002781', '002809', '002883', '002887', '002929', '003001', '300001', '300011', '300019', '300021', '300038', '300041', '300048', '300055', '300070', '300075', '300107', '300117', '300137', '300140', '300152', '300157', '300187', '300197', '300210', '300212', '300213', '300255', '300259', '300263', '300273', '300275', '300284', '300287', '300296', '300332', '300334', '300335', '300344', '300349', '300353', '300365', '300368', '300371', '300374', '300407', '300422', '300428', '300446', '300491', '300495', '300500', '300556', '300579', '300621', '300649', '300662', '300675', '300732', '300823', '600008', '600029', '600061', '600089', '600095', '600135', '600149', '600155', '600170', '600221', '600230', '600231', '600246', '600266', '600339', '600340', '600376', '600405', '600463', '600476', '600477', '600480', '600482', '600496', '600533', '600550', '600578', '600606', '600617', '600629', '600717', '600722', '600739', '600751', '600756', '600764', '600776', '600787', '600795', '600803', '600812', '600820', '600846', '600871', '600874', '600963', '601000', '601226', '601258', '601326', '601633', '601766', '601992', '603019', '603050', '603098', '603106', '603126', '603138', '603357', '603359', '603385', '603569', '603603', '603616', '603717', '603881', '603903', '603955', '603969']"
页岩气,"['000407', '000656', '000722', '000777', '000852', '000875', '000883', '000968', '002021', '002207', '002221', '002278', '002353', '002476', '002478', '002490', '002535', '002554', '002629', '002828', '300023', '300072', '300084', '300157', '300164', '300191', '300228', '300309', '300332', '300471', '300610', '600157', '600172', '600256', '600378', '600509', '600739', '600744', '600777', '600871', '601798', '603699', '603722', '603727', '603800', '688377']"
预计扭亏,"['000639', '000691', '000698', '000982', '000998', '002006', '002026', '002044', '002055', '002086', '002123', '002192', '002240', '002255', '002284', '002290', '002308', '002334', '002349', '002378', '002407', '002418', '002421', '002435', '002437', '002446', '002453', '002471', '002480', '002496', '002537', '002589', '002656', '002681', '002689', '002696', '002719', '002765', '002770', '002785', '002813', '002870', '300002', '300073', '300146', '300210', '300217', '300219', '300228', '300238', '300323', '300339', '300351', '300359', '300364', '300439', '300441', '300459', '300461', '300484', '300489', '300518', '600152', '600302', '600311', '600343', '600470', '600478', '600525', '600691', '600746', '600767', '600800', '600836', '603076', '603085', '603178', '603322', '603729', '688313']"
风沙治理,"['000592', '000663', '002259', '002679', '300197', '300355', '600189', '600265', '600277', '600963', '601996']"
风能,"['000027', '000065', '000155', '000507', '000539', '000616', '000656', '000690', '000767', '000791', '000803', '000836', '000862', '000875', '000883', '000958', '000966', '000970', '000993', '001896', '002009', '002015', '002053', '002060', '002080', '002122', '002128', '002130', '002164', '002176', '002201', '002202', '002451', '002487', '002523', '002531', '002545', '002576', '002669', '002689', '002953', '300040', '300095', '300129', '300185', '300187', '300208', '300274', '300414', '300421', '300443', '300569', '300690', '300712', '300748', '300772', '300850', '600089', '600112', '600163', '600169', '600192', '600236', '600290', '600366', '600396', '600416', '600425', '600458', '600483', '600505', '600540', '600550', '600578', '600583', '600642', '600653', '600744', '600765', '600795', '600818', '600863', '600864', '600875', '600956', '601016', '601177', '601218', '601226', '601615', '601619', '601727', '601908', '603063', '603218', '603290', '603507', '603606', '603693', '603722', '603819', '603985', '688186', '688585']"
风险提示,"['000010', '000525', '002098', '002181', '002235', '002370', '300004', '300312', '300313', '300526', '600589']"
食品安全,"['000061', '000530', '000662', '000701', '000997', '002030', '002161', '002299', '002512', '002637', '002967', '300012', '300020', '300165', '300203', '300260', '300271', '300306', '300469', '300887', '600071', '600271', '600288', '600602', '600850', '688056', '688068', '688301', '688505']"
高商誉,"['000004', '000526', '000606', '000889', '000976', '002113', '002123', '002212', '002322', '002377', '002382', '002425', '002464', '002602', '002621', '002712', '002759', '300038', '300061', '300109', '300143', '300338', '300344', '300379', '300406', '300459', '300465', '300578', '600242', '600636', '600892', '603508']"
高市净率,"['000403', '000526', '000568', '000596', '000613', '000633', '000638', '000661', '000691', '000701', '000799', '000858', '000911', '000995', '002007', '002049', '002069', '002163', '002248', '002371', '002410', '002414', '002460', '002464', '002466', '002475', '002507', '002524', '002568', '002607', '002690', '002709', '002747', '002791', '002812', '002821', '002847', '002901', '002967', '002975', '002977', '002985', '300008', '300012', '300014', '300015', '300022', '300033', '300071', '300087', '300108', '300111', '300116', '300122', '300124', '300151', '300274', '300278', '300285', '300299', '300312', '300313', '300348', '300357', '300390', '300413', '300426', '300450', '300454', '300461', '300482', '300492', '300496', '300526', '300529', '300530', '300558', '300573', '300576', '300581', '300589', '300595', '300598', '300601', '300628', '300661', '300685', '300696', '300699', '300722', '300724', '300725', '300726', '300748', '300750', '300751', '300760', '300763', '300767', '300769', '300777', '300782', '300832', '300841', '300850', '300863', '300866', '300869', '300894', '300896', '300919', '600132', '600161', '600213', '600276', '600436', '600519', '600536', '600550', '600570', '600588', '600678', '600753', '600760', '600763', '600766', '600769', '600779', '600809', '600862', '600872', '600882', '601012', '601100', '601519', '601865', '601888', '603025', '603027', '603039', '603087', '603127', '603129', '603185', '603195', '603236', '603267', '603288', '603290', '603317', '603338', '603345', '603392', '603486', '603501', '603517', '603605', '603613', '603638', '603658', '603659', '603712', '603713', '603719', '603737', '603755', '603882', '603893', '603899', '603960', '605111', '605358', '688002', '688006', '688008', '688012', '688016', '688019', '688023', '688027', '688036', '688050', '688063', '688099', '688111', '688166', '688185', '688188', '688277', '688278', '688298', '688363', '688390', '688520', '688521', '688536', '688598', '688686', '688777', '689009']"
